GCID,Category Name
gazebo_builder,Bouwer van priëlen
genealogist,Genealoog
general_education_school,Openbare onderwijsinstelling
general_hospital,Ziekenhuis
general_practice_attorney,Algemeen advocaat
general_store,Supermarkt
generator_shop,Generatorwinkel
genesis_dealer,Genesis-dealer
geography_and_history_faculty,Faculteit voor aardrijkskunde en geschiedenis
geological_research_company,Geologisch onderzoeksbureau
geological_service,Geologische dienst
georgian_restaurant,Georgisch restaurant
geotechnical_engineer,Geotechnisch ingenieur
geriatrician,Geriater
german_language_school,Taalopleiding Duits
german_restaurant,Duits restaurant
gestalt_therapist,Gestalttherapeut
ghost_town,Spookstad
gift_basket_store,Winkel voor cadeaumanden
gift_shop,Cadeauwinkel
gift_wrap_store,Winkel voor cadeauverpakkingen
girl_bar,Meisjesbar
girls_secondary_school,Middelbare meisjesschool
glass_and_mirror_shop,Glas- en spiegelwinkel
glass_block_supplier,Leverancier van glasblokken
glass_blower,Glasblazer
glass_cutting_service,Glassnijservice
glass_engraving,Glasgraveerservice
glass_etching_service,Etsdienst voor glas
glass_manufacturer,Glasfabrikant
glass_repair_service,Glasreparatieservice
glass_shop,Glaswinkel
glasses_repair_service,Brillenreparatieservice
glassware_manufacturer,Glaswerkfabrikant
glassware_store,Glaswerkwinkel
glassware_wholesaler,Groothandelaar in glaswerk
glazier,Glaszetter
gluten_free_restaurant,Glutenvrij restaurant
gmc_dealer,GMC-dealer
go_club,Goclub
go_kart_track,Kartbaan
goan_restaurant,Goaans restaurant
gold_dealer,Goudhandelaar
gold_mining_company,Goudmijnbouwbedrijf
goldfish_store,Goudviswinkel
goldsmith,Goudsmid
golf_cart_dealer,Dealer van golfkarren
golf_club,Golfclub
golf_course,Golfbaan
golf_course_builder,Aannemer voor golfbanen
golf_driving_range,Golfafslagbaan
golf_instructor,Golfinstructeur
golf_shop,Golfwinkel
government_college,Staatscollege
government_hospital,Overheidsziekenhuis
government_office,Overheidsinstelling
government_ration_shop,Overheidsrantsoenwinkel
government_school,Openbare school
gps_supplier,Gps-leverancier
graduate_school,Post-bacheloropleiding
graffiti_removal_service,Graffitiverwijdering
grain_elevator,Graanlift
grammar_school,Atheneum
granite_supplier,Leverancier van graniet
graphic_designer,Grafisch ontwerp
gravel_pit,Grindafgraving
gravel_plant,Grindfabriek
greek_orthodox_church,Grieks-orthodoxe kerk
greek_restaurant,Grieks restaurant
green_energy_supplier,Leverancier van groene energie
green_grocers,Groenteboer
greenhouse,Broeikas
greeting_card_shop,Wenskaartenwinkel
greyhound_stadium,Greyhoundstadion
grill_store,Grillwinkel
grocery_delivery_service,Boodschappenbezorgdienst
grocery_store,Kruidenier
group_home,Woonzorggroep
grow_shop,Wietshop
guardia_civil,Guardia Civil
guardia_di_finanza_police,Guardia Di Finanza-politie
guatemalan_restaurant,Guatemalaans restaurant
guest_house,Pension
gui_zhou_restaurant,Guizhous restaurant
guitar_instructor,Gitaarleraar
guitar_store,Gitaarwinkel
gujarati_restaurant,Gujarati restaurant
gun_club,Schietvereniging
gun_shop,Vuurwapenwinkel
guts_barbecue_restaurant,Barbecuerestaurant voor orgaanvlees
gutter_cleaning_service,Dakgotenreinigingsservice
gutter_service,Dakgotenbedrijf
gym,Sportschool
gymnasium_school,Gymnasium
gymnastics_center,Turncentrum
gymnastics_club,Gymnastiekclub
gynecologist,Verloskundige/gynaecoloog
gynecologist_only,Gynaecoloog
gypsum_product_supplier,Leverancier van gipsproducten
gyro_restaurant,Gyrosrestaurant
haberdashery,Fourniturenwinkel
hair_extension_technician,Haarextensionspecialist
hair_extensions_supplier,Leverancier van hairextensies
hair_removal_service,Ontharingsservice
hair_replacement_service,Haarvervangingsservice
hair_salon,Kapper
hair_transplantation_clinic,Haartransplantatiekliniek
haitian_restaurant,Haïtiaans restaurant
hakka_restaurant,Hakkarestaurant
halal_restaurant,Halal-restaurant
haleem_restaurant,Haleem restaurant
halfway_house,Rehabilitatiecentrum
ham_shop,Hammenwinkel
hamburger_restaurant,Hamburgerrestaurant
hammam,Hamam
hand_surgeon,Handchirurg
handbags_shop,Handtassenwinkel
handball_club,Handbalclub
handball_court,Handbalveld
handicapped_transportation_service,Gehandicaptenvervoer
handicraft,Handwerk
handicraft_exporter,Exporteur van handwerkproducten
handicraft_fair,Handwerkbeurs
handicraft_museum,Handwerkmuseum
handicraft_school,Handvaardigheidsschool
handicrafts_wholesaler,Groothandel in handwerkproducten
handyman,Klusbedrijf
hang_gliding_center,Deltavliegcentrum
harley_davidson_dealer,Harley-Davidson-dealer
hat_shop,Hoedenwinkel
haunted_house,Spookhuis
hauptschule,Hauptschule
haute_couture_fashion_house,Modehuis
haute_french_restaurant,Frans haute cuisine-restaurant
hawaiian_goods_store,Hawaiiaanse winkel
hawaiian_restaurant,Hawaïaans restaurant
hawker_centre,Eetmarkt
hawker_stall,Eetkraam
hay_supplier,Hooileverancier
head_and_neck_surgeon,Hoofd-halschirurg
head_start_center,Head Start Center (educatieve peuterspeelzaal)
health_and_beauty_shop,Winkel voor gezondheids- en schoonheidsartikelen
health_consultant,Gezondheidsconsulent
health_counselor,Gezondheidsadviseur
health_food_restaurant,Health Food-restaurant
health_food_store,Natuurvoedingswinkel
health_insurance_agency,Ziektekostenverzekeraar
health_spa,Gezondheidsspa
hearing_aid_repair_service,Reparatieservice voor gehoorapparaten
hearing_aid_store,Audicien
heart_hospital,Ziekenhuis voor hart- en vaatziekten
heating_contractor,Verwarmingsinstallateur
heating_equipment_supplier,Leverancier van verwarmingsapparatuur
heating_oil_supplier,Stookolieleverancier
height_works,Specialist in werken op hoogte
helicopter_charter,Helikoptercharter
helicopter_tour_agency,Organisator van helikoptervluchten
heliport,Heliport
helium_gas_supplier,Heliumgasleverancier
hematologist,Hematoloog
hepatologist,Hepatoloog
herb_shop,Kruidenwinkel
herbal_medicine_store,Winkel voor kruidenmedicijnen
herbalist,Kruidenkenner
heritage_building,Monumentaal gebouw
heritage_museum,Erfgoedmuseum
heritage_preservation,Erfgoedbescherming
heritage_railroad,Erfgoedspoorweg
high_ropes_course,Hoog touwenparcours
high_school,Middelbare school
higher_secondary_school,Hogere middelbare school
hiking_area,Wandelroutes
hiking_club,Wandelclub
hiking_guide,Wandelgids
hindu_priest,Hindoepriester
hindu_temple,Hindoeïstische tempel
hip_hop_dance_class,Hiphopdansschool
hispanic_church,Spaanse kerk
historical_landmark,Historisch herkenningspunt
historical_place_museum,Streekmuseum
historical_society,Historisch genootschap
history_museum,Historisch museum
hiv_testing_center,Hiv-testcentrum
hoagie_restaurant,Hoagie-restaurant
hobby_store,Hobbywinkel
hockey_club,Hockeyclub
hockey_field,Hockeyveld
hockey_rink,IJshockeybaan
hockey_supply_store,Winkel voor ijshockeybenodigdheden
holding_company,Beheermaatschappij
holiday_apartment_rental,Vakantieappartement
holiday_home,Vakantiehuis
holistic_medicine_practitioner,Beoefenaar van holistische geneeskunde
home_automation_company,Huisautomatiseringsbedrijf
home_builder,Huizenbouwer
home_cinema_installation,Installateur van thuisbioscopen
home_goods_store,Woonwinkel
home_health_care_service,Thuiszorg
home_help,Hulp in huis
home_inspector,Woninginspecteur
home_insurance_agency,Tussenpersoon voor woningverzekering
home_staging_service,Vastgoedstylingsservice
home_theater_store,Thuisbioscoopwinkel
homekill_service,Huisslachterij
homeless_service,Centrum voor dak- en thuislozen
homeless_shelter,Opvanghuis voor dak- en thuislozen
homeopath,Homeopaat
homeopathic_pharmacy,Homeopathische apotheek
homeowners_association,Vereniging van Eigenaars
honda_dealer,Honda-dealer
honduran_restaurant,Hondurees restaurant
honey_farm,Imkerij
hong_kong_style_cafe,Cha chaan teng
hong_kong_style_fast_food_restaurant,Snackbar in de stijl van Hongkong
hookah_bar,Waterpijpcafé
hookah_store,Waterpijpwinkel
horse_boarding_stable,Paardenstal
horse_breeder,Paardenfokker
horse_rental_service,Paardenverhuurbedrijf
horse_riding_field,Paardrijveld
horse_riding_school,Paardrijschool/manege
horse_trailer_dealer,Verkoper van paardentrailers
horse_trainer,Paardentrainer
horseback_riding_service,Paardrijservice
horseshoe_smith,Paardensmid
horsestable_studfarm,Stoeterij
hose_supplier,Leverancier van slangen
hospice,Hospice
hospital,Ziekenhuis
hospital_department,Ziekenhuisafdeling
hospitality_and_tourism_school,School voor horeca en toerisme
hospitality_high_school,Middelbare hotelschool
host_club,Hostclub
hostel,Herberg
hot_bedstone_spa,Spa met warme ligstenen
hot_dog_restaurant,Hotdogrestaurant
hot_dog_stand,Hotdogstand
hot_tub_repair_service,Reparatieservice voor bubbelbaden
hot_tub_store,Winkel voor bubbelbaden
hot_water_system_supplier,Leverancier van warmwatersystemen
hotel,Hotel
hotel_management_school,Hotelschool
hotel_supply_store,Winkel voor hotelartikelen
house_cleaning_service,Schoonmaakbedrijf
house_clearance_service,Ontruimingsdienst voor woningen
house_sitter,Huisoppas
house_sitter_agency,Woningoppasbureau
houseboat_rental_service,Woonbootverhuur
household_chemicals_supplier,Leverancier van huishoudelijke chemicaliën
household_goods_wholesaler,Groothandel in huishoudelijke artikelen
housing_association,Woonstichting
housing_authority,Huisvestingsautoriteit
housing_complex,Woningcomplex
housing_cooperative,Woningcoöperatie
housing_development,Woningbouwproject
housing_society,Woningcorporatie
hua_gong_shop,Hua Gong-winkel
hua_niao_market_place,Hua Niao-markt
hub_cap_supplier,Leverancier van wieldoppen
human_ressource_consulting,Personeelsadvies
hunan_style_restaurant,Hunan-restaurant
hungarian_restaurant,Hongaars restaurant
hunting_and_fishing_store,Winkel voor jacht- en visbenodigdheden
hunting_area,Jachtgebied
hunting_club,Jagersclub
hunting_store,Winkel voor jachtartikelen
hvac_contractor,HVAC-installateur
hyderabadi_restaurant,Hyderabadi restaurant
hydraulic_engineer,Hydraulisch ingenieur
hydraulic_equipment_supplier,Leverancier van hydraulische onderdelen
hydraulic_repair_service,Reparatieservice voor hydraulische systemen
hydroelectric_power_plant,Hydro-elektrische krachtcentrale
hydroponics_equipment_supplier,Leverancier van hydroponische apparatuur
hygiene_articles_wholesaler,Groothandelaar in hygiëneartikelen
hyperbaric_medicine_physician,Hyperbaar geneeskundige
hypermarket,Hypermarkt
hypnotherapy_service,Hypnotherapie
hyundai_dealer,Hyundai-dealer
ice_cream_equipment_supplier,Leverancier van ijsapparatuur
ice_cream_shop,IJssalon
ice_hockey_club,IJshockeyclub
ice_skating_club,Schaatsclub
ice_skating_instructor,Schaatstrainer
ice_skating_rink,Schaatsbaan
ice_supplier,IJsleverancier
icelandic_restaurant,IJslands restaurant
icse_school,ICSE-school
idol_manufacturer,Fabrikant van geloofsbeeldjes
ikan_bakar_restaurant,Ikan bakar-restaurant
image_consultant,Imagoconsultant
imax_theater,IMAX-bioscoop
immigration_and_naturalization_service,Immigratie- en Naturalisatiedienst
immigration_attorney,Immigratieadvocaat
immigration_detention_center,Immigratiedetentiecentrum
immunologist,Immunoloog
impermeabilization_service,Waterproofingservice
import_export_company,Import/export-bedrijf
importer,Importeur
incense_supplier,Leverancier van wierook
incineration_plant,Verbrandingsinstallatie
income_tax_help_association,Ondersteuningsorganisatie voor inkomstenbelasting
indian_grocery_store,Indiase kruidenierswinkel
indian_motorcycle_dealer,Indian-dealer
indian_muslim_restaurant,Indiaas halalrestaurant
indian_restaurant,Indiaas restaurant
indian_sizzler_restaurant,Indiaas sizzler restaurant
indian_sweets_shop,Indiase snoepwinkel
indian_takeaway,Indiase takeaway
indonesian_restaurant,Indonesisch restaurant
indoor_cycling,Indoor cycling
indoor_golf_course,Overdekte golfbaan
indoor_playground,Indoorspeeltuin
indoor_snowcenter,Indoorskibaan
indoor_swimming_pool,Overdekt zwembad
industrial_chemicals_wholesaler,Groothandel in industriële chemicaliën
industrial_consultant,Industrieel adviseur
industrial_design_company,Industrieel ontwerpbureau
industrial_engineer,Industrieel ingenieur
industrial_engineers_association,Vereniging van industrieel ingenieurs
industrial_equipment_supplier,Leverancier van industriële apparatuur
industrial_gas_supplier,Leverancier van industrieel gas
industrial_real_estate_agency,Makelaardij in industrieel vastgoed
industrial_supermarket,Industriële supermarkt
industrial_technical_engineers_association,Vereniging van industrieel technisch ingenieurs
industrial_vacuum_equipment_supplier,Leverancier van industriële stofzuigers
infectious_disease_physician,Arts infectieziekten
infiniti_dealer,Infiniti-dealer
information_services,Informatiedienst
insolvency_service,Schuldsaneringsservice
institute_of_geography_and_statistics,Instituut voor geografie en statistiek
instrumentation_engineer,Instrumentatie-ingenieur
insulation_contractor,Aannemer voor isolatie
insulation_materials_store,Winkel voor isolatiemateriaal
insulator_supplier,Isolatorenleverancier
insurance_agency,Verzekeringsagentschap
insurance_attorney,Verzekeringsadvocaat
insurance_broker,Verzekeringsmakelaar
insurance_company,Verzekeringsmaatschappij
intellectual_property_registry,Intellectueel eigendomsregister
intensivist,Intensivist
interior_architect_office,Interieurarchitectenbureau
interior_construction_contractor,Binnenbouwaannemer
interior_decorator,Interieurdecorateur
interior_designer,Binnenhuisarchitect
interior_fitting_contractor,Interieurinrichter
interior_plant_service,Leverancier van binnenplanten
internal_medicine_ward,Afdeling voor interne geneeskunde
international_airport,Internationaal vliegveld
international_school,Internationale school
internet_cafe,Internetcafé
internet_marketing_service,Internetmarketing
internet_service_provider,Internetprovider
internet_shop,Internetwinkel
internist,Internist
investment_bank,Investeringsbank
investment_company,Investeringsmaatschappij
investment_service,Beleggingsadvies
invitation_printing_service,Drukkerij voor uitnodigingen
irish_goods_store,Ierse winkel
irish_pub,Ierse pub
irish_restaurant,Iers restaurant
iron_ware_dealer,IJzerwarenhandelaar
iron_works,IJzergieterij
irrigation_equipment_supplier,Leverancier van irrigatieapparatuur
israeli_restaurant,Israëlisch restaurant
isuzu_dealer,Isuzu-dealer
italian_grocery_store,Italiaanse kruidenierswinkel
italian_restaurant,Italiaans restaurant
iut,Instituut voor technologie
iv_therapy_service,Infuustherapieservice
jaguar_dealer,Jaguar-dealer
jain_temple,Jaïn-tempel
jamaican_restaurant,Jamaicaans restaurant
janitorial_equipment_supplier,Materiaalleverancier voor gebouwonderhoud en schoonmaak
janitorial_service,Conciërgediensten
japanese_authentic_restaurant,Authentiek Japans restaurant
japanese_cheap_sweets_shop,Winkel met goedkoop Japans snoep
japanese_confectionery_shop,Japanse banketbakkerij
japanese_curry_restaurant,Japans curryrestaurant
japanese_delicatessen,Japanse delicatessenzaak
japanese_grocery_store,Japanse kruidenierswinkel
japanese_high_quality_restaurant,Ryotei-restaurant
japanese_izakaya_restaurant,Izakaya-restaurant
japanese_language_instructor,Japanse taalschool
japanese_regional_restaurant,Japans regionaal restaurant
japanese_restaurant,Japans restaurant
japanese_steakhouse,Japans steakhouse
japanese_sweets_restaurant,Restaurant met Japanse zoetigheden
japanized_western_food_restaurant,Westers restaurant in Japanse stijl
javanese_restaurant,Javaans restaurant
jazz_club,Jazzclub
jeep_dealer,Jeep-dealer
jehovahs_witness_church,Koninkrijkszaal van Jehovah's Getuigen
jeweler,Juwelier
jewelry_appraiser,Sieradentaxateur
jewelry_buyer,Juwelenhandelaar
jewelry_designer,Sieradenontwerper
jewelry_engraver,Sieradengraveur
jewelry_equipment_supplier,Leverancier van apparatuur voor juwelenfabricage en -onderhoud
jewelry_exporter,Juwelenexporteur
jewelry_repair_service,Reparatieservice voor sieraden
jewish_restaurant,Joods restaurant
jiang_su_restaurant,Jiangsurestaurant
joiner,Houtverbinder
judaica_store,Judaïcawinkel
judicial_auction,Executieveiling
judo_club,Judoclub
judo_school,Judoschool
juice_shop,Smoothiewinkel
jujitsu_school,Jiujitsuschool
junk_dealer,Schroothandelaar
junk_removal_service,Afvalverwijderingsservice
junkyard,Autosloperij
justice_department,Justitiële afdeling
jute_exporter,Exporteur van jute
jute_mill,Jutefabriek
juvenile_detention_center,Jeugddetentiecentrum
kabaddi_club,Kabaddiclub
kaiseki_restaurant,Kaiseki-restaurant
kalle_pache_restaurant,Kale pache restaurant
karaoke,Karaoke
karaoke_bar,Karaokebar
karaoke_equipment_rental_service,Verhuurbedrijf van karaokeapparatuur
karate_club,Karateclub
karate_school,Karateschool
karma_dealer,Karma-dealer
karnataka_restaurant,Karnatakarestaurant
kashmiri_restaurant,Kashmiri restaurant
kawasaki_motorcycle_dealer,Kawasaki-motorzaak
kazakhstani_restaurant,Kazachstaans restaurant
kebab_shop,Kebabzaak
kennel,Kennel
kerala_restaurant,Kerala-restaurant
kerosene_supplier,Kerosineleverancier
key_duplication_service,Sleutelkopieerservice
kia_dealer,Kia-dealer
kickboxing_school,Kickboksschool
kilt_shop_and_hire,Verkoop en verhuur van kilts
kimono_store,Kimonowinkel
kindergarten,Kleuterschool
kinesiologist,Kinesioloog
kinesiotherapist,Kinesitherapeut
kiosk,Kiosk
kitchen_furniture_store,Keukenwinkel
kitchen_remodeler,Keukenvernieuwer
kitchen_supply_store,Kookwinkel
kite_shop,Vliegerwinkel
knife_manufacturing,Messenfabrikant
knife_store,Messenwinkel
knit_shop,Breiwinkel
knitting_instructor,Brei-instructeur
knitwear_manufacturer,Fabrikant van gebreide kleding
kofta_restaurant,Köfterestaurant
konkani_restaurant,Konkanirestaurant
korean_barbecue_restaurant,Koreaans barbecuerestaurant
korean_beef_restaurant,Restaurant met Koreaanse rundvleesspecialiteiten
korean_church,Koreaanse kerk
korean_grocery_store,Koreaanse kruidenierswinkel
korean_restaurant,Koreaans restaurant
korean_rib_restaurant,Restaurant met Koreaanse ribspecialiteiten
koshari_restaurant,Koshari restaurant
kosher_grocery_store,Koosjere kruidenierswinkel
kosher_restaurant,Koosjer restaurant
kung_fu_school,Kungfuschool
kushiyaki_restaurant,Kushiyaki-restaurant
kyoto_cuisine_restaurant,Japans restaurant in Kyoto-stijl
labor_union,Vakbond
laboratory,Laboratorium
laboratory_equipment_supplier,Leverancier van laboratoriumbenodigdheden
lactation_service,Borstvoedingscentrum
ladder_supplier,Ladderleverancier
lamborghini_dealer,Lamborghini-dealer
laminating_equipment_supplier,Leverancier van lamineerapparatuur
lamination_service,Lamineerservice
lamp_repair_service,Reparatieservice voor lampen
lamp_shade_supplier,Leverancier van lampenkappen
lancia_dealer,Lancia-dealer
land_allotment,Landtoewijzing
land_planning_authority,Afdeling Ruimtelijke Ordening
land_reform_institute,Landhervormingsinstituut
land_rover_dealer,Land Rover-dealer
land_surveying_office,Landmetingskantoor
land_surveyor,Landmeter
landscape_architect,Landschapsarchitect
landscape_lighting_designer,Ontwerper buitenverlichting
landscaper,Tuin- en landschapsarchitect
landscaping_supply_store,Winkel voor hoveniersbenodigdheden
language_school,Taleninstituut
laotian_restaurant,Laotiaans restaurant
lapidary,Edelsteenbewerker
laser_cutting_service,Lasersnijwerkplaats
laser_equipment_supplier,Leverancier van laserapparatuur
laser_hair_removal_service,Ontharing met laser
laser_tag_center,Lasergamecentrum
lasik_surgeon,LASIK-oogchirurg
latin_american_restaurant,Latijns-Amerikaans restaurant
laundromat,Wasserette
laundry_service,Wasserij
law_book_store,Winkel voor wetboeken
law_firm,Advocatenkantoor
law_library,Juridische bibliotheek
law_school,Juridische opleiding
lawn_bowls_club,Petanqueclub
lawn_care_service,Gazonverzorging
lawn_equipment_rental_service,Gazonmateriaalverhuur
lawn_irrigation_equipment_supplier,Leverancier van gazonirrigatieapparatuur
lawn_mower_repair_service,Reparatieservice voor grasmaaiers
lawn_mower_store,Grasmaaierwinkel
lawn_sprinkler_system_contractor,Aannemer voor gazonsproeisystemen
lawyer,Advocaat
lawyers_association,Advocatenvereniging
learner_driver_training_area,Trainingsgebied voor rijlessen
learning_center,Opleidingscentrum
leasing_service,Leaseservice
leather_cleaning_service,Lederreinigingsbedrijf
leather_coats_store,Winkel voor leren jassen
leather_exporter,Leerexporteur
leather_goods_manufacturer,Lederwarenfabrikant
leather_goods_store,Lederwarenwinkel
leather_goods_supplier,Leverancier van lederwaren
leather_goods_wholesaler,Lederwarengroothandel
leather_repair_service,Reparatieservice voor lederwaren
leather_wholesaler,Groothandelaar in lederwaren
lebanese_restaurant,Libanees restaurant
lechon_restaurant,Lechon restaurant
legal_affairs_bureau,Bureau voor juridische zaken
legal_services,Juridische dienstverlening
lesbian_bar,Lesbisch café
lexus_dealer,Lexus-dealer
library,Bibliotheek
license_bureau,Licentie- en registratiebureau
license_plate_frames_supplier,Leverancier van kentekenplaathouders
lido,Lido
life_coach,Lifecoach
life_insurance_agency,Tussenpersoon voor levensverzekeringen
light_bulb_supplier,Leverancier van lampen
lighting_consultant,Verlichtingsadviseur
lighting_contractor,Verlichtingsmonteur
lighting_manufacturer,Lampenfabrikant
lighting_store,Lampenwinkel
lighting_wholesaler,Verlichtingsgroothandel
ligurian_restaurant,Ligurisch restaurant
limousine_service,Limousineservice
lincoln_mercury_dealer,Lincoln Mercury-dealer
line_marking_service,Wegmarkeringsdienst
linens_store,Beddengoedwinkel
lingerie_manufacturer,Lingeriefabrikant
lingerie_store,Lingeriewinkel
lingerie_wholesaler,Lingeriegroothandel
linoleum_store,Linoleumwinkel
liquidator,Liquidateur
liquor_store,Slijterij
literacy_program,Instituut voor geletterdheid
lithuanian_restaurant,Litouws restaurant
little_league_club,Little League club
little_league_field,Little League-honkbalveld
live_music_bar,Bar met live muziek
live_music_venue,Locatie voor live muziek
livery_company,Livery Company
livestock_auction_house,Veeveiling
livestock_breeder,Veefokker
livestock_dealer,Veehandelaar
loan_agency,Leningbureau
local_history_museum,Lokaal historisch museum
local_medical_services,Lokale medische diensten
lock_store,Slotenwinkel
locks_supplier,Slotenleverancier
locksmith,Slotenmaker
loctician_service,Dreadlocksservice
lodge,Lodge
lodging,Accomodatie
log_cabins,Houten hutten
log_home_builder,Bouwer van boomstammenwoning
logging_contractor,Houthakkersbedrijf
logistics_service,Logistieke dienstverlening
lombardian_restaurant,Lombardisch restaurant
longarm_quilting_service,Langarmnaaiatelier voor quilts
loss_adjuster,Schade-expert
lost_property_office,Bureau gevonden voorwerpen
lottery_retailer,Loterijwinkel
lottery_shop,Lotterijwinkel
lounge,Lounge
love_hotel,Liefdeshotel
low_income_housing_program,Sociale woningbouw
lpg_conversion,LPG-ombouw
luggage_repair_service,Reparatieservice voor tassen en koffers
luggage_storage_facility,Bagageopslag
luggage_store,Reisartikelenwinkel
luggage_wholesaler,Groothandel in bagage-artikelen
lumber_store,Houthandel
lunch_restaurant,Lunchrestaurant
lutheran_church,Lutherse kerk
lyceum,Lyceum
lymph_drainage,Lymfedrainagetherapeut
machine_construction,Machineconstructie
machine_maintenance,Onderhoudsdienst voor machines
machine_repair_service,Reparatieservice voor machines
machine_shop,Machinewerkplaats
machinery_parts_manufacturer,Fabrikant van machineonderdelen
machining_manufacturer,Machinefabrikant
macrobiotic_restaurant,Macrobiotisch restaurant
madrilian_restaurant,Madrileens restaurant
magazine_store,Tijdschriftenwinkel
magic_store,Goochelwinkel
magician,Goochelaar
mah_jong_house,Mahjong-huis
mailbox_rental_service,Postbusverhuurbedrijf
mailbox_supplier,Postbusaanbieder
mailing_machine_supplier,Leverancier van frankeermachines
mailing_service,Postbedrijf
main_customs_office,Hoofddouanekantoor
majorcan_restaurant,Mallorcaans restaurant
makerspace,Makerspace
makeup_artist,Make-upartiest
malaysian_restaurant,Maleisisch restaurant
maltese_restaurant,Maltees restaurant
mammography_service,Mammografisch centrum
manado_restaurant,Manado-restaurant
management_school,Managementopleiding
mandarin_restaurant,Mandarijns restaurant
manufactured_home_transporter,Vervoer van kant-en-klare woningen
manufacturer,Fabrikant
maori_organization,Maori-organisatie
map_store,Kaartenwinkel
mapping_service,Cartografische service
marae,Marae
marathi_restaurant,Maharashtraans restaurant
marble_contractor,Aannemer voor marmer
marble_supplier,Marmerleverancier
marche_restaurant,Marche-restaurant
marina,Jachthaven
marine_engineer,Maritiem ingenieur
marine_self_defense_force,Maritieme zelfverdedigingstroepen
marine_supply_store,Winkel voor scheepvaartbenodigdheden
marine_surveyor,Maritiem inspecteur
maritime_museum,Maritiem museum
market,Markt
market_researcher,Marktonderzoeker
marketing_agency,Communicatieadviesbureau
marketing_consultant,Marketingconsultant
markmens_clubhouse,Schuttersclubhuis
marquee_hire,Feesttentenverhuurbedrijf
marriage_celebrant,Boekingsbureau voor zelfstandige trouwambtenaren
marriage_counselor,Huwelijks- of relatieconsulent
marriage_license_bureau,Bureau voor huwelijksvergunningen
martial_arts_club,Vechtsportclub
martial_arts_school,Vechtsportschool
martial_arts_supply_store,Vechtsportwinkel
maserati_dealer,Maserati-dealer
masonic_building,Vrijmetselaarsgebouw
masonry_supply_store,Winkel voor metselbenodigdheden
massage_school,Massageschool
massage_supply_store,Winkel voor massagebenodigdheden
massage_therapist,Massagetherapeut
match_box_manufacturer,Luciferdoosjesfabrikant
material_handling_equipment_supplier,Leverancier van materiaalbehandelingsapparatuur
maternity_hospital,Kraamkliniek
maternity_store,Kraamkledingwinkel
mathematics_school,Wiskundeschool
mattress_store,Matrassenwinkel
mausoleum_builder,Bouwer van grafmonumenten
maybach_dealer,Maybach-dealer
mazda_dealer,Mazda-dealer
mclaren_dealer,McLaren-dealer
meal_delivery,Maaltijdbezorging
meal_takeaway,Afhaalrestaurant
measuring_instruments_supplier,Leverancier van meetinstrumenten
meat_packer,Vleesinpakker
meat_products,Vleesproductenwinkel
meat_restaurant,Restaurant voor vleesgerechten
meat_wholesaler,Vleesgroothandel
mechanic,Monteur
mechanical_contractor,Aannemer voor mechanische systemen
mechanical_engineer,Werktuigkundig ingenieur
mechanical_plant,Fabriek
media_and_information_sciences_faculty,Faculteit voor media- en informatiewetenschappen
media_company,Mediabedrijf
media_consultant,Mediaconsultant
mediation_service,Bemiddelingsbureau
medical_billing_service,Medische factureerservice
medical_book_store,Winkel voor medische boeken
medical_center,Medisch centrum
medical_certificate_service,Service voor medische certificaten
medical_clinic,Medische kliniek
medical_diagnostic_imaging_center,Centrum voor diagnostische beeldvorming
medical_equipment_manufacturer,Fabrikant van medische apparatuur
medical_equipment_supplier,Leverancier van medische apparatuur
medical_examiner,Keuringsarts
medical_group,Medische groep
medical_lab,Medisch laboratorium
medical_lawyer,Medisch advocaat
medical_office,Medische organisatie
medical_school,Geneeskundeopleiding
medical_spa,Medisch kuuroord
medical_supply_store,Winkel voor medische benodigdheden
medical_technology_manufacturer,Fabrikant van medische technologie
medical_transcription_service,Medische transcriptieservice
medicine_exporter,Medicijnenexporteur
meditation_center,Meditatiecentrum
meditation_instructor,Meditatiecoach
mediterranean_restaurant,Mediterraans restaurant
meeting_planning_service,Planning van vergaderingen
mehandi_class,Mehandicursus
mehndi_designer,Mehndiontwerper
memorial,Gedenkteken
memorial_park,Herdenkingspark
mennonite_church,Doopsgezinde kerk
mens_clothing_store,Herenmode
mens_health_physician,Androloog
mens_tailor,Herenkleermaker
mental_health_clinic,GGZ-kliniek
mental_health_service,Geestelijke gezondheidszorg
mercantile_development,Commerciële ontwikkeling
mercedes_benz_dealer,Mercedes-Benz dealer
messianic_synagogue,Messiaanse synagoge
metal_construction_company,Metaalconstructiebedrijf
metal_detecting_equipment_supplier,Leverancier van metaaldetectieapparatuur
metal_fabricator,Metaalbewerkingsbedrijf
metal_finisher,Metaalafwerkingsbedrijf
metal_heat_treating_service,Service voor warmtebehandeling van metaal
metal_industry_suppliers,Leveranciers in de metaalindustrie
metal_machinery_supplier,Leverancier van metalen machines
metal_polishing_service,Metaalpolijstservice
metal_processing_company,Metaalbewerking
metal_stamping_service,Metaalstansbedrijf
metal_supplier,Metaalleverancier
metal_working_shop,Winkel voor metaalbewerking
metal_workshop,Metaalwerkplaats
metalware_dealer,Metaalwarenhandelaar
metalware_producer,Producent van metaalproducten
metaphysical_supply_store,Spirituele winkel
methodist_church,Methodistenkerk
metropolitan_train_company,Stadsspoorwegmaatschappij
mexican_goods_store,Mexicaanse winkel
mexican_grocery_store,Mexicaanse kruidenierswinkel
